Period,USD
1,35.18
2,35.16
3,35.14
4,35.14
5,35.14
6,35.14
7,35.15
8,35.17
9,35.18
10,35.18
11,35.19
12,35.2
13,35.2
14,35.19
15,35.19
16,35.19
17,35.2
18,35.2
19,35.2
20,35.19
21,35.19
22,35.2
23,35.2
24,35.2
25,35.19
26,35.19
27,35.2
28,35.19
29,35.2
30,35.19
31,35.19
32,35.2
33,35.2
34,35.2
35,35.2
36,35.2
37,35.2
38,35.2
39,35.2
40,35.2
41,35.2
42,35.2
43,35.2
44,35.2
45,35.2
46,35.2
47,35.2
48,35.2
49,35.2
50,35.2
51,35.2
52,35.2
53,35.2
54,38
55,37.6
56,37.7
57,36.7
58,37.2
59,37
60,37.25
61,37.6
62,38.05
63,38.1
64,38
65,37.6
66,37.65
67,38.3
68,38.05
69,38.35
70,38.25
71,38.5
72,38.55
73,39.1
74,39.1
75,39.25
76,39.6
77,39.7
78,39.3
79,39.5
80,39.7
81,39.8
82,39.4
83,39.6
84,40.1
85,40.85
86,41.6
87,42
88,42.6
89,42.2
90,41.5
91,41.75
92,41.5
93,41.6
94,41.5
95,41.75
96,42
97,41.2
98,41.4
99,41.25
100,41.2
101,41.35
102,41.3
103,42.1
104,41.4
105,40.2
106,40.9
107,40.7
108,41.4
109,41.05
110,41.05
111,41.05
112,40.85
113,40.95
114,40.8
115,40.95
116,40.9
117,40.85
118,40.9
119,41.05
120,41.1
121,40.95
122,40.6
123,40.15
124,39.4
125,39.1
126,39.15
127,38.9
128,37.8
129,38
130,39.1
131,38.65
132,38.65
133,39.2
134,39.1
135,38.75
136,38.9
137,39.1
138,38.9
139,38.8
140,38.8
141,38.85
142,38.85
143,38.8
144,38.55
145,38.45
146,38.6
147,38.75
148,38.95
149,39
150,39.1
151,39.15
152,39.35
153,40.3
154,39.65
155,39.65
156,39.4
157,39.55
158,39.55
159,39.8
160,39.85
161,39.98
162,39.9
163,39.95
164,40
165,40
166,40
167,40
168,40.05
169,40.17
170,40.2
171,40.55
172,40.45
173,40.52
174,40.5
175,40.42
176,40.48
177,40.42
178,40.45
179,40.3
180,39.7
181,39.6
182,38.3
183,39
184,38.9
185,39.8
186,39.75
187,39.2
188,38.83
189,39.2
190,39.3
191,39.2
192,38.95
193,39.2
194,39.4
195,39.1
196,38.95
197,39.17
198,39.2
199,39.3
200,39.38
201,39.6
202,39.3
203,39.2
204,38.9
205,39.25
206,39.33
207,39.5
208,39.52
209,39.4
210,39.5
211,39.73
212,39.75
213,39.75
214,40
215,40
216,40.05
217,40.75
218,40.25
219,40.2
220,40.3
221,40.08
222,39.75
223,39.85
224,39.85
225,39.9
226,40.15
227,40.77
228,40.45
229,40.35
230,40.62
231,40.67
232,40.75
233,41.3
234,40.9
235,40.98
236,41.2
237,41.83
238,41.67
239,41.65
240,41.7
241,41.7
242,41.7
243,42
244,41.95
245,41.8
246,41.9
247,42.02
248,42.1
249,42.45
250,42.48
251,42.3
252,42
253,42.4
254,42.75
255,42.7
256,41.9
257,42.2
258,42.4
259,42.6
260,42.2
261,42
262,42.2
263,42.45
264,42.45
265,42.55
266,42.55
267,42.5
268,42.48
269,42.7
270,42.62
271,42.55
272,42.55
273,42.52
274,42.6
275,42.55
276,42.5
277,42.65
278,42.62
279,42.65
280,42.6
281,42.62
282,42.7
283,42.67
284,42.7
285,42.75
286,42.77
287,42.75
288,42.75
289,42.9
290,43.25
291,43.6
292,43.75
293,43.3
294,43.02
295,43.15
296,43
297,43.02
298,42.85
299,43.08
300,43.12
301,43.17
302,43.25
303,43.4
304,43.35
305,43.48
306,43.3
307,43.1
308,43.1
309,43.3
310,43.35
311,43.35
312,43.38
313,43.4
314,43.35
315,43.27
316,42.9
317,43.08
318,43.23
319,43.2
320,43.2
321,43.17
322,43.4
323,43.27
324,43.25
325,43.55
326,43.55
327,43.6
328,43.6
329,43.6
330,43.48
331,43.4
332,43.48
333,43.65
334,43.6
335,43.45
336,43.5
337,43.5
338,43.5
339,43.5
340,43.48
341,43.45
342,43.42
343,43.45
344,43.5
345,43.5
346,43.4
347,43.08
348,43.15
349,42.95
350,42.15
351,42.08
352,41.1
353,40.75
354,40.7
355,41.98
356,41.8
357,41.55
358,41.55
359,41.25
360,41.5
361,41.4
362,41.45
363,41.45
364,41.23
365,41.2
366,40.9
367,40.98
368,41.1
369,41.23
370,41.1
371,41.25
372,41.51
373,41.5
374,41.76
375,42.1
376,41.9
377,41.9
378,41.9
379,41.95
380,42
381,41.9
382,41.98
383,41.9
384,42
385,41.95
386,41.88
387,41.9
388,41.85
389,41.72
390,41.49
391,41.49
392,41.45
393,41.39
394,41.4
395,41.15
396,41.1
397,41.02
398,41.15
399,41.45
400,41.2
401,41.1
402,41.38
403,41.1
404,41.2
405,41.12
406,41.1
407,41.08
408,41.05
409,41
410,40.9
411,40.9
412,40.95
413,40.95
414,40.79
415,40.77
416,40.89
417,40.9
418,40.9
419,40.9
420,40.98
421,40.92
422,40.95
423,41
424,41
425,41
426,40.88
427,40.85
428,40.88
429,40.8
430,40.85
431,40.85
432,40.75
433,40.65
434,40.65
435,40.75
436,40.77
437,40.99
438,40.9
439,40.77
440,40.76
441,40.77
442,40.75
443,40.62
444,40.67
445,40.73
446,40.65
447,40.58
448,40.48
449,40.35
450,40.25
451,39.95
452,40.05
453,40.15
454,40.12
455,40.05
456,39.98
457,39.85
458,39.58
459,39.53
460,39.5
461,39.05
462,38.85
463,37.9
464,38.2
465,38.08
466,37.8
467,37.8
468,37.9
469,37.77
470,37.05
471,36
472,36.1
473,35.83
474,35.35
475,35.58
476,35.62
477,35.55
478,35.52
479,35.45
480,35.35
481,35.33
482,35.23
483,35.2
484,35
485,35
486,35.17
487,35.33
488,35.2
489,35.02
490,35.1
491,35.08
492,35
493,35.04
494,35.12
495,35.17
496,35.23
497,35.23
498,35.21
499,35.12
500,35.1
501,35.12
502,35
503,34.98
504,34.85
505,34.98
506,34.92
507,34.89
508,34.86
509,34.77
510,34.77
511,34.8
512,34.83
513,34.92
514,34.99
515,34.98
516,35
517,35
518,35
519,34.98
520,34.95
521,35
522,35
523,34.99
524,35
525,35.01
526,35.01
527,35.02
528,34.99
529,34.98
530,35
531,35
532,34.98
533,34.98
534,34.99
535,35
536,34.98
537,35
538,35
539,35
540,35
541,35.01
542,35
543,35
544,34.95
545,34.97
546,34.98
547,34.99
548,35
549,35
550,35.05
551,35.07
552,35.08
553,35.3
554,35.17
555,35.15
556,35.17
557,35.27
558,35.3
559,35.3
560,35.33
561,35.4
562,35.35
563,35.33
564,35.28
565,35.36
566,35.42
567,35.38
568,35.43
569,35.52
570,35.84
571,35.75
572,35.75
573,35.76
574,35.84
575,35.92
576,35.98
577,35.81
578,35.74
579,35.8
580,35.88
581,35.85
582,35.85
583,35.9
584,36.19
585,36.24
586,36.23
587,36.23
588,36.15
589,36
590,35.94
591,35.95
592,35.95
593,35.98
594,35.96
595,35.96
596,35.95
597,35.88
598,35.85
599,35.8
600,35.67
601,35.5
602,35.45
603,35.3
604,35.2
605,35.17
606,35.19
607,35.25
608,35.7
609,35.52
610,35.59
611,35.64
612,35.64
613,35.48
614,35.34
615,35.46
616,35.37
617,35.4
618,35.4
619,35.45
620,35.62
621,35.45
622,35.48
623,35.51
624,35.5
625,35.48
626,35.39
627,35.35
628,35.33
629,35.3
630,35.31
631,35.31
632,35.33
633,35.33
634,35.31
635,35.3
636,35.31
637,35.33
638,35.31
639,35.32
640,35.3
641,35.27
642,35.3
643,35.31
644,35.31
645,35.3
646,35.29
647,35.3
648,35.31
649,35.33
650,35.3
651,35.3
652,35.3
653,35.25
654,35.25
655,35.27
656,35.25
657,35.25
658,35.25
659,35.25
660,35.27
661,35.33
662,35.5
663,35.59
664,35.6
665,35.87
666,35.77
667,35.85
668,36.07
669,36.35
670,36.3
671,36.23
672,35.95
673,36.23
674,36.23
675,36.3
676,36.35
677,36.27
678,36.08
679,36.23
680,36.2
681,36.23
682,36.3
683,36.25
684,36.15
685,36.15
686,36.17
687,36.2
688,36.24
689,36.42
690,36.27
691,36.52
692,36.92
693,36.83
694,36.73
695,36.79
696,37.25
697,37.36
698,37.45
699,37.63
700,37.56
701,37.66
702,37.87
703,38
704,37.85
705,38.2
706,39.15
707,39.19
708,38.7
709,38.4
710,37.4
711,37.7
712,37.45
713,36.8
714,37.1
715,37
716,37.23
717,37.55
718,37.11
719,37.33
720,37.6
721,37.9
722,37.35
723,37.6
724,37.6
725,37.6
726,37.55
727,37.42
728,37.65
729,37.79
730,37.62
731,37.6
732,37.35
733,37.58
734,37.58
735,37.55
736,37.5
737,37.4
738,37.23
739,36.98
740,37.19
741,37.2
742,37.36
743,37.71
744,37.64
745,37.65
746,37.62
747,37.65
748,37.55
749,37.4
750,37.34
751,37.33
752,37.38
753,37.38
754,37.33
755,37.5
756,37.5
757,37.39
758,37.51
759,37.5
760,37.85
761,38.27
762,38.1
763,38.15
764,38.1
765,37.92
766,38.02
767,38.17
768,37.95
769,37.9
770,38.1
771,38.02
772,38.05
773,38
774,38.1
775,38.35
776,38.7
777,38.48
778,38.45
779,38.5
780,38.73
781,38.85
782,38.88
783,39.05
784,38.9
785,38.95
786,38.9
787,38.85
788,38.78
789,38.75
790,38.8
791,38.77
792,38.75
793,38.79
794,38.75
795,38.7
796,38.77
797,38.77
798,38.76
799,38.75
800,38.81
801,38.84
802,38.96
803,39.02
804,39.08
805,38.98
806,38.92
807,38.95
808,39.02
809,38.95
810,38.92
811,38.92
812,38.91
813,38.9
814,38.83
815,38.75
816,38.8
817,38.95
818,38.83
819,38.9
820,38.9
821,38.92
822,38.95
823,38.9
824,38.9
825,38.89
826,38.93
827,38.95
828,38.95
829,38.91
830,38.98
831,39.09
832,39
833,38.91
834,39.15
835,39.42
836,39.6
837,39.42
838,39.86
839,39.66
840,40.2
841,39.88
842,39.65
843,40
844,40.7
845,40.85
846,40.8
847,41.1
848,41.2
849,40.5
850,40.8
851,41.05
852,40.75
853,40.98
854,40.96
855,40.7
856,40.8
857,40.85
858,40.65
859,40.52
860,40.6
861,40.5
862,40.3
863,39.95
864,39.6
865,39.65
866,39.6
867,39.49
868,39.77
869,39.95
870,39.9
871,39.95
872,40.1
873,40.25
874,40.4
875,40.11
876,40.08
877,39.88
878,40.2
879,40.1
880,40.41
881,40.23
882,40.3
883,40.2
884,40.27
885,40.24
886,40.35
887,40.35
888,40.4
889,40.44
890,40.6
891,41.01
892,40.98
893,41.2
894,41.59
895,41.58
896,41.45
897,41.98
898,42.09
899,42.21
900,42.48
901,42.48
902,42.15
903,42.19
904,42.8
905,42.65
906,42.9
907,43.3
908,42.75
909,43.23
910,43.27
911,
912,43
913,43.4
914,43.3
915,43.25
916,43.1
917,43.1
918,42.75
919,41.1
920,41
921,40.7
922,41.6
923,41.73
924,41.8
925,41.7
926,41.33
927,41.7
928,41.58
929,41.59
930,41.85
931,41.89
932,42.23
933,42.1
934,42.05
935,42.3
936,42.2
937,42.25
938,42.65
939,42.35
940,42.73
941,42.7
942,42.48
943,42.17
944,42.5
945,42.35
946,42.44
947,42.45
948,42.5
949,42.45
950,42.52
951,42.6
952,42.54
953,42.58
954,42.51
955,42.55
956,42.5
957,42.52
958,42.48
959,42.48
960,42.5
961,42.51
962,42.45
963,42.4
964,42.12
965,42.4
966,42.2
967,42.15
968,42.25
969,42.35
970,42.48
971,42.62
972,42.55
973,42.6
974,42.85
975,43
976,42.81
977,43
978,43.15
979,43.25
980,43.2
981,43.38
982,43.64
983,43.33
984,43.65
985,43.55
986,43.5
987,43.6
988,43.73
989,43.9
990,43.88
991,43.6
992,43.5
993,43.67
994,43.65
995,43.65
996,43.61
997,43.4
998,43.05
999,42.4
1000,42.95
1001,43.15
1002,43.52
1003,43.29
1004,43.3
1005,43.52
1006,43.5
1007,43.62
1008,43.73
1009,44.35
1010,44.42
1011,44.88
1012,45.75
1013,45.7
1014,45.34
1015,45.25
1016,45.45
1017,45.73
1018,45.98
1019,46.09
1020,45.9
1021,45.75
1022,45.89
1023,45.92
1024,46.1
1025,46.08
1026,46.2
1027,47
1028,46.95
1029,47.49
1030,48.6
1031,48.4
1032,47.55
1033,47.45
1034,48.2
1035,47.92
1036,48.4
1037,48.25
1038,48.2
1039,47.9
1040,48.05
1041,48.5
1042,48.24
1043,48.4
1044,48.6
1045,48.62
1046,48.7
1047,48.6
1048,48.49
1049,48.4
1050,47.8
1051,48.2
1052,48.05
1053,48
1054,48.27
1055,48.25
1056,48.3
1057,48.23
1058,48.35
1059,48.4
1060,48.3
1061,48.47
1062,48.4
1063,48.35
1064,48.4
1065,48.4
1066,48.4
1067,48.4
1068,48.35
1069,48.23
1070,48.42
1071,48.38
1072,48.4
1073,48.4
1074,48.3
1075,48.35
1076,48.4
1077,48.45
1078,48.81
1079,49.42
1080,49.35
1081,49.35
1082,49.48
1083,49.25
1084,49.42
1085,49.38
1086,49.35
1087,49.21
1088,49.3
1089,49.38
1090,49.5
1091,50.2
1092,50.7
1093,50.3
1094,50.35
1095,50.52
1096,51.6
1097,54
1098,53.3
1099,53
1100,52.8
1101,52.8
1102,54.5
1103,57.5
1104,57.15
1105,56.5
1106,57.2
1107,57.5
1108,56.65
1109,56.92
1110,57.5
1111,58.7
1112,59.3
1113,58.8
1114,59.2
1115,59.4
1116,59.75
1117,64.75
1118,66.75
1119,65.6
1120,59
1121,63.3
1122,60.7
1123,61.6
1124,61.8
1125,60.6
1126,61.6
1127,61.12
1128,61.48
1129,64
1130,63.5
1131,62.3
1132,63.3
1133,65.1
1134,64.1
1135,64.25
1136,65.5
1137,65.3
1138,65.9
1139,65.8
1140,65.05
1141,65.7
1142,64.85
1143,65.1
1144,65.2
1145,65.2
1146,65.6
1147,65.1
1148,64.75
1149,65.3
1150,65.1
1151,65.45
1152,65.58
1153,65.65
1154,67.45
1155,68.9
1156,68.8
1157,70
1158,68.7
1159,67.75
1160,68.4
1161,66.25
1162,65.7
1163,66.15
1164,66.1
1165,64.75
1166,65.75
1167,65.8
1168,66.25
1169,66.25
1170,66.6
1171,66.97
1172,67.4
1173,67.3
1174,67.05
1175,66.6
1176,66.8
1177,66.8
1178,66.8
1179,66.85
1180,66.85
1181,67
1182,66.97
1183,67.1
1184,67.2
1185,67
1186,66.95
1187,66.85
1188,66.1
1189,64.5
1190,64.35
1191,64.55
1192,64.5
1193,64.65
1194,63.8
1195,63.4
1196,63.7
1197,64.15
1198,64.1
1199,64.1
1200,64.1
1201,64.8
1202,65.62
1203,65.3
1204,65.7
1205,65.5
1206,65.19
1207,64.42
1208,64.5
1209,64.85
1210,65.05
1211,64.8
1212,64.91
1213,64.9
1214,64.92
1215,64.62
1216,64.8
1217,64.55
1218,64.55
1219,64.5
1220,64.42
1221,63.8
1222,64.05
1223,64.12
1224,64.05
1225,63.75
1226,63.85
1227,62.75
1228,62.6
1229,62.54
1230,62.45
1231,61.9
1232,61.6
1233,60.1
1234,60.38
1235,61.5
1236,62.1
1237,62
1238,62.55
1239,63.05
1240,63.62
1241,63.6
1242,63.6
1243,63.9
1244,63.4
1245,63
1246,63.1
1247,62.85
1248,63
1249,63
1250,62.75
1251,62.85
1252,63.27
1253,63.4
1254,64.4
1255,65.4
1256,64.7
1257,64.2
1258,64.15
1259,64.9
1260,64.83
1261,64.7
1262,64.99
1263,65.25
1264,65.2
1265,65.22
1266,65.15
1267,65.15
1268,65.05
1269,65.1
1270,65.1
1271,65.1
1272,65.05
1273,64.8
1274,64.62
1275,64.1
1276,64.6
1277,65.2
1278,64.75
1279,65.25
1280,65.6
1281,65.3
1282,66.2
1283,66
1284,66.4
1285,67.1
1286,66.9
1287,68.9
1288,68.7
1289,68.9
1290,69.2
1291,68.53
1292,69.1
1293,70.1
1294,72.8
1295,73
1296,73.7
1297,76.1
1298,78.5
1299,83
1300,89
1301,83
1302,81.2
1303,85.3
1304,86
1305,87
1306,83
1307,83
1308,81.5
1309,83
1310,83
1311,81.75
1312,81.5
1313,80.25
1314,82
1315,82.6
1316,82.25
1317,82.5
1318,81.8
1319,81.4
1320,82.5
1321,86
1322,91.5
1323,88.25
1324,89.25
1325,90.25
1326,89.25
1327,89.5
1328,89.9
1329,90.85
1330,91.1
1331,90.75
1332,91
1333,91.25
1334,91.1
1335,90.4
1336,89.6
1337,89.4
1338,90.75
1339,90.78
1340,90.9
1341,90.6
1342,90.1
1343,90.45
1344,90.7
1345,90.7
1346,90.4
1347,90.4
1348,90.3
1349,90.3
1350,90.8
1351,92.15
1352,94.6
1353,96.3
1354,99.75
1355,107
1356,111
1357,103.5
1358,105.75
1359,112.5
1360,110.5
1361,111
1362,109.75
1363,104.75
1364,108.25
1365,111.5
1366,114.5
1367,117
1368,120.75
1369,127
1370,121
1371,119.75
1372,118.5
1373,115.5
1374,116.2
1375,117.5
1376,116
1377,120
1378,122
1379,122.5
1380,118.5
1381,120.25
1382,120.25
1383,118
1384,119
1385,122.5
1386,120.1
1387,123.5
1388,123
1389,121
1390,123.5
1391,122.75
1392,127
1393,126
1394,124.75
1395,119
1396,120.5
1397,120.5
1398,119.75
1399,120.75
1400,119.75
1401,119
1402,116
1403,118.5
1404,119.75
1405,119
1406,119.5
1407,118.8
1408,114
1409,115.2
1410,117
1411,115.75
1412,115.7
1413,115.5
1414,114.75
1415,114.75
1416,109
1417,107.5
1418,103.75
1419,98.25
1420,92.5
1421,96
1422,102.5
1423,107.25
1424,103
1425,103.5
1426,102.5
1427,100.5
1428,102
1429,105.5
1430,105.75
1431,104
1432,105.5
1433,104.5
1434,106
1435,106.97
1436,105.5
1437,105.25
1438,102.5
1439,102.5
1440,101.6
1441,100
1442,102.5
1443,103.75
1444,100.5
1445,102.4
1446,103.25
1447,102.5
1448,101.85
1449,102.1
1450,101.25
1451,100.25
1452,98.5
1453,97.9
1454,97.75
1455,98.58
1456,97.6
1457,102.25
1458,98.75
1459,101.75
1460,103.75
1461,102
1462,101.75
1463,101.5
1464,102.75
1465,102
1466,101
1467,100
1468,99.75
1469,99.4
1470,100
1471,98.5
1472,98.5
1473,97
1474,97.25
1475,97.25
1476,98
1477,98
1478,97.7
1479,97.35
1480,97.6
1481,98.5
1482,97.25
1483,96.75
1484,90.85
1485,91.25
1486,91.25
1487,90.5
1488,90
1489,90.4
1490,90
1491,89.75
1492,90
1493,90.8
1494,97.25
1495,101.5
1496,100.25
1497,100
1498,100.25
1499,104.25
1500,104.5
1501,106.75
1502,105.5
1503,104.75
1504,104.5
1505,104.4
1506,104.35
1507,106.75
1508,108.5
1509,107.75
1510,109.05
1511,107.2
1512,108.75
1513,112.75
1514,112.25
1515,114.75
1516,121.25
1517,118.75
1518,119.8
1519,127
1520,123.75
1521,120.5
1522,121.75
1523,123.75
1524,125.75
1525,125.25
1526,128.5
1527,127.95
1528,141.75
1529,139.75
1530,137
1531,135.25
1532,138.4
1533,139.75
1534,139
1535,135.7
1536,133.25
1537,132
1538,132.25
1539,138.5
1540,138.25
1541,136
1542,141.5
1543,144.5
1544,147.75
1545,145.75
1546,146
1547,149
1548,150
1549,148
1550,149.25
1551,151.5
1552,158.5
1553,166.5
1554,177.25
1555,178
1556,169.5
1557,172.4
1558,168.25
1559,160
1560,158.25
1561,162
1562,170
1563,163.5
1564,163
1565,163
1566,163
1567,163.5
1568,162.5
1569,167.5
1570,173.75
1571,177
1572,174.5
1573,176.75
1574,174.25
1575,175.6
1576,172.5
1577,173
1578,173
1579,175
1580,179.5
1581,177.6
1582,175.25
1583,168.5
1584,166.75
1585,177
1586,170.5
1587,174
1588,170.5
1589,169
1590,173
1591,173.6
1592,174.4
1593,171
1594,172
1595,168.5
1596,166.75
1597,168.5
1598,169.9
1599,170.5
1600,169.75
1601,167.4
1602,163
1603,161.5
1604,162.5
1605,168
1606,167.5
1607,166.5
1608,164.5
1609,164.25
1610,165.9
1611,164.25
1612,160.25
1613,162.2
1614,161.25
1615,160.6
1616,157
1617,154.25
1618,161
1619,156.5
1620,156.5
1621,153
1622,156.5
1623,160.75
1624,157.5
1625,156.5
1626,157
1627,153.5
1628,156.75
1629,158
1630,157.5
1631,155.6
1632,157
1633,153.5
1634,153
1635,152
1636,147
1637,148.25
1638,143.65
1639,146.75
1640,144.5
1641,138
1642,138.5
1643,132.5
1644,131.5
1645,137
1646,142
1647,141.5
1648,133.5
1649,139.75
1650,139.5
1651,139
1652,138.5
1653,142
1654,146
1655,144
1656,141.5
1657,142.75
1658,144.5
1659,149
1660,152.5
1661,160.5
1662,154
1663,157.5
1664,156.75
1665,153.1
1666,155.5
1667,154
1668,152.5
1669,152.25
1670,153
1671,152.25
1672,155.5
1673,155.5
1674,152.75
1675,153
1676,155.5
1677,155.6
1678,156
1679,154
1680,153.25
1681,154
1682,154.4
1683,155.25
1684,158
1685,158.5
1686,156.75
1687,157.5
1688,157.5
1689,156
1690,153.5
1691,152.75
1692,154
1693,153.4
1694,152.75
1695,150.1
1696,144
1697,149.4
1698,148
1699,147.75
1700,147.75
1701,147.5
1702,146.2
1703,146
1704,147.5
1705,153.5
1706,155
1707,154.45
1708,158.25
1709,160
1710,155.75
1711,154.95
1712,158.4
1713,156.25
1714,154.5
1715,154.2
1716,155.25
1717,154.5
1718,155
1719,157.5
1720,158.2
1721,157.75
1722,158.5
1723,165.5
1724,165
1725,169.5
1726,167.9
1727,166.4
1728,168.75
1729,168.6
1730,173.5
1731,177
1732,179
1733,177.5
1734,182.5
1735,179
1736,183
1737,186.5
1738,188
1739,190
1740,189
1741,185.05
1742,184.75
1743,181.75
1744,182.25
1745,185.75
1746,185
1747,182.25
1748,182
1749,185.5
1750,182
1751,170.5
1752,175.25
1753,178.25
1754,179.25
1755,178.5
1756,177.5
1757,174
1758,178.4
1759,184
1760,186.75
1761,188.75
1762,185.5
1763,185.5
1764,192.25
1765,192.25
1766,194.5
1767,197.5
1768,187.5
1769,185
1770,177
1771,173
1772,171.25
1773,177
1774,180.25
1775,178.75
1776,180
1777,176.5
1778,178.9
1779,177.5
1780,174.5
1781,172.75
1782,177
1783,174.5
1784,174
1785,176.75
1786,179.5
1787,176
1788,176.6
1789,178
1790,176.25
1791,177.25
1792,175
1793,174.85
1794,173.5
1795,174.5
1796,173.5
1797,174
1798,174.5
1799,177.25
1800,184
1801,182.5
1802,180.4
1803,182.5
1804,182.8
1805,185.1
1806,184.4
1807,186.25
1808,184.25
1809,182.75
1810,181.75
1811,181.6
1812,181
1813,177.75
1814,179.25
1815,179.25
1816,176.75
1817,178.5
1818,178
1819,177.25
1820,178.25
1821,177.75
1822,178
1823,178.25
1824,178.25
1825,177.5
1826,177.25
1827,176.5
1828,177
1829,177.75
1830,177.25
1831,177.65
1832,176.25
1833,174.6
1834,173.25
1835,173.5
1836,173
1837,173
1838,172.5
1839,171
1840,164.25
1841,165
1842,167
1843,169.4
1844,168
1845,164.9
1846,166.75
1847,168.75
1848,166
1849,165.5
1850,166.5
1851,167.4
1852,166.25
1853,165.75
1854,163.5
1855,164.5
1856,164.75
1857,165.75
1858,166
1859,165.15
1860,165.5
1861,165.9
1862,166.25
1863,165.75
1864,166.75
1865,166.75
1866,167
1867,172.75
1868,172.6
1869,172.75
1870,171.75
1871,170
1872,167.75
1873,163.25
1874,164.5
1875,165.9
1876,164.5
1877,165.25
1878,165
1879,166
1880,165.25
1881,165.4
1882,164.75
1883,164
1884,163.25
1885,164.1
1886,163.5
1887,162.5
1888,162.5
1889,162.25
1890,163
1891,164.1
1892,164.25
1893,166
1894,167
1895,165
1896,164
1897,164.5
1898,163
1899,162.75
1900,164.9
1901,164.5
1902,163.75
1903,166
1904,164.9
1905,164.3
1906,164.5
1907,163.4
1908,163.6
1909,164.9
1910,164.35
1911,164.5
1912,165
1913,166.75
1914,167.75
1915,166.2
1916,166.4
1917,166.5
1918,166.35
1919,166.25
1920,165.35
1921,165.25
1922,165
1923,162.5
1924,163.15
1925,163.25
1926,162.15
1927,161.6
1928,162.25
1929,161.6
1930,162.1
1931,161.65
1932,161.8
1933,162
1934,161.4
1935,161.7
1936,161.5
1937,154.25
1938,153.75
1939,149.75
1940,152
1941,152.25
1942,152.75
1943,150.55
1944,150.25
1945,148.75
1946,147.9
1947,148.25
1948,148
1949,144.85
1950,142.9
1951,137
1952,138
1953,128.75
1954,133.75
1955,133.4
1956,133.5
1957,136
1958,138.25
1959,143.75
1960,144.5
1961,141
1962,137.5
1963,142
1964,141.6
1965,139.3
1966,141
1967,142.5
1968,141.25
1969,142
1970,143
1971,143.75
1972,143.75
1973,146
1974,145.25
1975,145
1976,143.5
1977,143.6
1978,141.75
1979,142.5
1980,144
1981,143.4
1982,143
1983,144
1984,144.5
1985,146.5
1986,145
1987,144
1988,143.65
1989,143.4
1990,143.7
1991,143.25
1992,142.1
1993,140.4
1994,140.95
1995,142.25
1996,141.85
1997,141.35
1998,141.9
1999,141.25
2000,140
2001,138.25
2002,138.15
2003,137.85
2004,139.1
2005,138.5
2006,138.25
2007,137.9
2008,137
2009,139
2010,139.4
2011,139.35
2012,138.65
2013,138.65
2014,138.75
2015,139.15
2016,138.9
2017,142
2018,141.25
2019,140.5
2020,141.25
2021,141
2022,140.25
2023,140.35
2024,140.15
2025,138.85
2026,139
2027,137.65
2028,136.2
2029,136.5
2030,135.6
2031,131
2032,131.65
2033,129.6
2034,129.35
2035,126
2036,124.5
2037,124
2038,128.15
2039,126.65
2040,126.4
2041,127
2042,129
2043,128
2044,128.4
2045,131.65
2046,130.4
2047,128.75
2048,131.15
2049,130.75
2050,128.85
2051,130.4
2052,130
2053,131.3
2054,131.6
2055,130.5
2056,131.2
2057,131
2058,131
2059,131.5
2060,132.15
2061,133.65
2062,132.25
2063,132.3
2064,132.45
2065,131.55
2066,132.5
2067,132
2068,133.2
2069,133.15
2070,132.9
2071,133.3
2072,134
2073,133.3
2074,133.9
2075,133.35
2076,133.25
2077,134.3
2078,133.45
2079,134
2080,133.2
2081,133.25
2082,133.1
2083,132.2
2084,131.1
2085,128.6
2086,129.5
2087,129.15
2088,129.25
2089,127.7
2090,128.1
2091,127.4
2092,127.45
2093,128.3
2094,127.1
2095,128
2096,127.9
2097,127.6
2098,128
2099,127.45
2100,127.4
2101,127.4
2102,127.5
2103,127.75
2104,128.6
2105,128
2106,128.15
2107,128.25
2108,128.25
2109,127.4
2110,126.9
2111,128.15
2112,128.25
2113,128
2114,127.85
2115,127.5
2116,127.7
2117,127.7
2118,127.6
2119,127.15
2120,125.6
2121,125.8
2122,125.6
2123,124.5
2124,124.4
2125,126.4
2126,125.25
2127,126.05
2128,126.65
2129,126.9
2130,126.5
2131,127
2132,126.9
2133,126.9
2134,126.75
2135,126.3
2136,125.8
2137,125.75
2138,125.1
2139,125.45
2140,125.6
2141,125.6
2142,125.5
2143,125
2144,124.5
2145,124.8
2146,124.3
2147,123.9
2148,123.8
2149,123.25
2150,123.1
2151,123.1
2152,123.05
2153,123.2
2154,123.1
2155,122.6
2156,122.2
2157,122
2158,122.25
2159,121.8
2160,119.1
2161,117.75
2162,110
2163,110
2164,111.25
2165,110.3
2166,111.1
2167,112.9
2168,115.35
2169,113.25
2170,112.4
2171,111.5
2172,111.8
2173,112.8
2174,112.75
2175,112.8
2176,112.8
2177,113.4
2178,113.65
2179,113.4
2180,113
2181,113.35
2182,112.85
2183,110.25
2184,109.15
2185,109
2186,107.3
2187,105.1
2188,103.5
2189,105.5
2190,104.2
2191,103.05
2192,104
2193,107.35
2194,105.55
2195,112
2196,113
2197,113
2198,111.75
2199,114
2200,113.95
2201,112.9
2202,109.5
2203,115.3
2204,116.85
2205,115.1
2206,118.6
2207,120.75
2208,119
2209,118.45
2210,118.75
2211,117.75
2212,116.5
2213,116.1
2214,116.25
2215,114.9
2216,114.3
2217,114.75
2218,116.25
2219,114.55
2220,113.65
2221,114.75
2222,114.25
2223,114.9
2224,115
