Period,USD
12821,1207.6
12822,1198.75
12823,1199.45
12824,1198.8
12825,1196
12826,1183.5
12827,1185.3
12828,1192.65
12829,1203.5
12830,1199.45
12831,1201.1
12832,1194.8
12833,1187.4
12834,1186.4
12835,1201.1
12836,1218.75
12837,1233
12838,1228.85
12839,1226.75
12840,1224.6
12841,1228.25
12842,1222.9
12843,1235.6
12844,1231.65
12845,1232.15
12846,1236.05
12847,1230.75
12848,1220
12849,1217.7
12850,1223.25
12851,1235.5
12852,1231.6
12853,1234.85
12854,1235.05
12855,1223.45
12856,1219.05
12857,1207.05
12858,1197.55
12859,1201.45
12860,1210.6
12861,1215.8
12862,1223.55
12863,1223.1
12864,1224
12865,1228.25
12866,1222.15
12867,1226.65
12868,1225.05
12869,1213.2
12870,1226.45
12871,1220.45
12872,1231.05
12873,1239.25
12874,1236.15
12875,1236.45
12876,1241.2
12877,1246.8
12878,1248.25
12879,1244.75
12880,1244.45
12881,1239.15
12882,1239.1
12883,1248.8
12884,1248.6
12885,1255
12886,1257.6
12887,1261.25
12888,1271.1
12889,1277.25
12890,1281.65
12891,1287.2
12892,1287.95
12893,1290.35
12894,1291.5
12895,1283.9
12896,1281.3
12897,1292.4
12898,1292.8
12899,1293.7
12900,1289.35
12901,1290.5
12902,1294
12903,1285.05
12904,1278.7
12905,1284.75
12906,1284.9
12907,1279.75
12908,1282.95
12909,1301
12910,1308.35
12911,1312.95
12912,1322.5
12913,1320.75
12914,1311
12915,1314
12916,1313.35
12917,1306.6
12918,1311.1
12919,1306.75
12920,1311.6
12921,1311.15
12922,1305.65
12923,1318
12924,1323.95
12925,1329.55
12926,1345.75
12927,1335.05
12928,1322.25
12929,1329.15
12930,1327.55
12931,1326.45
12932,1325.45
12933,1309.95
12934,1287.45
12935,1285
12936,1285.55
12937,1286.4
12938,1294.1
12939,1296.35
12940,1296.95
12941,1308.4
12942,1299.2
12943,1302.65
12944,1305.35
12945,1308.35
12946,1303
12947,1317.3
12948,1311.1
12949,1319.35
12950,1315.25
12951,1318.25
12952,1306.9
12953,1291.15
12954,1291.9
12955,1287.2
12956,1291.85
12957,1291.6
12958,1288.9
12959,1297.1
12960,1301.85
12961,1304.8
12962,1304.65
12963,1296.15
12964,1286.75
12965,1283.75
12966,1276.1
12967,1276.5
12968,1273.45
12969,1273.8
12970,1277.85
12971,1281.5
12972,1282.15
12973,1285.15
12974,1281.8
12975,1271.45
12976,1270.05
12977,1281.3
12978,1287.75
12979,1284.1
12980,1285.4
12981,1282.95
12982,1297.6
12983,1298.9
12984,1295.55
12985,1285.8
12986,1275.25
12987,1276
12988,1274
12989,1275.95
12990,1281.5
12991,1283.9
12992,1283.5
12993,1276.45
12994,1296
12995,1313.95
12996,1323.6
12997,1337.75
12998,1336.65
12999,1334.3
13000,1328.6
13001,1322.65
